cod_empresa;numero_processo;pasta;numero_interno;data_distribuicao;codarea_acao;tipo_acao;local_tramite;data_atendimento;vinculo_tipo;cod_cliente;cod_usuario;cod_advogado_usuario;cod_parte_adversa;cod_adv_parte_adversa;valor_causa;observacoes;data_encerramento;inclusao;ativo;objeto_acao;etiqueta;destino;tipo;codorigem;data_entrada;prazo;previsao_saida;cod_processo_apensar;exibir_apenso_raiz;favorito;codprognostico;tipoprocesso;codassunto;coddetalhesadm;codobjetoadm;origem;codlocaltramite;uf;codcomarca;prognostico;statusprocessual;grupo_processo;codigo_fase;data_contratacao;pedido;codparceiros;data_transitojulgado;data_sentenca;data_execucao;contingencia;valor_causa2;migracao;acao_ajuizada;cod_fase_processo;campo_livre3;processo_traduzido;campo_livre2;campo_livre1;campo_livre4;numero_pasta;numero_cnj;migra_parceiro;unificador_cliente;cod_cliente_removido;cnj_ok;unificador_processo;cod_processo_removido;migracao2;numero_vara;migracao3;data_ultima_visualizacao;segredo_justica;capturar_andamentos;codigo_desc
92577;0012345-12.2024.1.12.0004;;;04/08/2017 00:00;Direito Cível;;;;;Fulano(a) 268;559945;0;0;0;10000.0;;;14/08/2017 20:08;0;Indenização;;Mesa Administração 02;0;0;;;;13097359.0;N;0;Procedência Parcial Provável;J;Declaratória de Inexistência de Débito;0;253559;;Turma Recursal;MG;Ipatinga;;Recorrente;Justiça Estadual;Instrução;23/02/2016 00:00;;0;;;;0.0;0.0;;0;;;;;;;1257.0;0012345-12.2024.1.12.0004;;;;1.0;0;0;;1.0;;31/01/2018 09:59;;;1.0
92577;1,23451E+17;0.0;;04/12/2015 00:00;Direito Cível;;;;;Fulano(a) 1292;301340;0;0;0;15000.0;;;26/11/2015 15:07;0;Indenização;;Arquivo Morto;0;0;;;;;S;0;Procedência Provável;J;SPC;0;253559;;Juizado Especial Cível;MG;Ipatinga;;Autor;Justiça Estadual;Instrução;26/11/2015 00:00;;0;;;;0.0;0.0;;0;;;;;67699.0;;838.0;0012345-12.2024.1.12.0005;;;;1.0;0;0;;1.0;;19/11/2020 11:16;;;1.0
92577;0012345-12.2024.1.12.0006;0.0;;;;;;;;Fulano(a) 1042;347394;0;0;0;0.0;;;05/03/2018 11:37;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1410.0;;;;;;0;0;;;;05/03/2018 11:37;;;
92577;0012345-12.2024.1.12.0007;;;;Direito do Consumidor;;;;;Fulano(a) 1160;302720;0;0;0;1212.0;;;22/03/2017 11:27;0;Declaratória de Inexistência de Débito;;Mesa Administração 01;0;0;;;;10023534.0;N;0;Procedência Parcial Provável;J;Declaratória de Inexistência de Débito;0;552483;;Turma Recursal;MG;Ipatinga;;Recorrente;Justiça Estadual;Instrução;08/08/2014 00:00;;0;;;;0.0;0.0;;0;;;;;;;1133.0;;;;;;0;0;;2.0;;15/08/2017 12:06;;;13.0
92577;0012345-12.2024.1.12.0008;0.0;;05/05/2017 00:00;Direito do Trabalho;;;;;Fulano(a) 995;301340;0;0;0;267224.2;;;07/02/2017 17:31;0;Reclamatória Trabalhista;;Mesa Recepção;0;0;;;;;S;0;Procedência Parcial Provável;J;Reclamatória Trabalhista;0;256755;;Vara do Trabalho;MG;Coronel Fabriciano;;Reclamante;Justiça do Trabalho;Instrução;07/02/2017 00:00;;0;;;;0.0;0.0;;0;;;;;67702.0;;1086.0;;;;;;0;0;;1.0;;10/11/2017 14:22;;;10.0
92577;0012345-12.2024.1.12.0009;0.0;;;;;;;;Fulano(a) 1043;347394;0;0;0;0.0;;;05/03/2018 14:21;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1412.0;;;;;;0;0;;;;05/03/2018 14:21;;;
92577;0012345-12.2024.1.12.0010;0.0;;10/05/2018 00:00;Direito do Trabalho;;;;;Fulano(a) 1043;301340;0;0;0;187538.59;O1;;05/03/2018 14:24;0;Reclamatória Trabalhista;;Mesa Administração 02;0;0;;;;;S;0;Procedência Parcial Provável;J;Reclamatória Trabalhista;0;256755;;Vara do Trabalho;MG;Coronel Fabriciano;;Reclamante;Justiça do Trabalho;Instrução;05/03/2018 00:00;;100297059;;;;0.0;0.0;;0;;;;;67702.0;;1413.0;;;;;;0;0;;4.0;;28/06/2018 18:19;;;10.0
92577;0012345-12.2024.1.12.0011;0.0;;;;;;;;Fulano(a) 926;301340;0;0;0;0.0;;;30/08/2017 14:44;2;;;;0;0;;;;;S;0;;J;;0;0;;;;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1274.0;;;;;;0;0;;;;;;;
92577;0012345-12.2024.1.12.0012;0.0;;;;;;;;Fulano(a) 260;347394;0;0;0;0.0;;;17/04/2019 10:09;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1795.0;;;;;;0;0;;;;17/04/2019 10:09;;;
92577;0012345-12.2024.1.12.0013;0.0;;20/09/2016 00:00;Direito do Trabalho;;;;;Fulano(a) 783;301340;0;0;0;34613.12;;;06/10/2016 12:03;0;Reclamatória Trabalhista;;Arquivo Morto;0;0;;;;;S;0;Improcedência Provável;J;Reclamatória Trabalhista;0;256755;;Vara do Trabalho;MG;Coronel Fabriciano;;Reclamada;Justiça do Trabalho;Arquivado;06/10/2016 00:00;;0;;;;0.0;0.0;;0;;;;;67701.0;;1016.0;;;;;;0;0;;4.0;;18/11/2020 22:16;;;10.0
92577;0012345-12.2024.1.12.0014;0.0;;;;;;;;Fulano(a) 697;347394;0;0;0;0.0;;;29/08/2017 16:06;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1269.0;;;;;;0;0;;;;29/08/2017 16:06;;;
92577;0012345-12.2024.1.12.0015;0.0;;;;;;;;Fulano(a) 1476;347394;0;0;0;0.0;;;05/03/2018 17:39;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1414.0;;;;;;0;0;;;;05/03/2018 17:39;;;
92577;0012345-12.2024.1.12.0016;0.0;;;Direito Previdenciário;;;;;Fulano(a) 775;301340;0;0;0;0.0;O2;;18/02/2016 14:38;0;Aposentadoria por Tempo de Contribuição;;;0;0;;;;;S;1;Procedência Provável;A;Aposentadoria por Tempo de Contribuição;0;499020;;Instituto Nacional de Seguro Social;MG;Ipatinga;;Requerente;Administrativo;;18/02/2016 00:00;Aposentadoria por Tempo de Contribuição;6203993;;;;0.0;0.0;;0;;;;;85438.0;;896.0;;;;;;0;0;;0.0;;07/02/2020 10:23;;;5.0
92577;0012345-12.2024.1.12.0017;0.0;;08/12/2015 00:00;Direito do Trabalho;;;;;Fulano(a) 1505;301340;0;0;0;291502.6;;;18/08/2015 10:07;0;Reclamatória Trabalhista;;Mesa Administração 01;0;0;;;;;S;0;Procedência Provável;J;Reclamatória Trabalhista;0;256755;;Vara do Trabalho;MG;Coronel Fabriciano;;Reclamante;Justiça do Trabalho;Instrução;18/08/2015 00:00;;0;;;;0.0;0.0;;0;;;;;;;761.0;;;;;;0;0;;2.0;;07/05/2020 14:14;;;10.0
92577;0012345-12.2024.1.12.0018;0.0;;25/03/2015 00:00;Direito Previdenciário;;;;;Fulano(a) 568;301340;0;0;0;52680.0;PEDIMOS DESISTENCIA DESTA AÇÃO DEVIDO CONCESSÃO ADMINISTRATIVA DE BENEFICIO MAIS BENEFICO.;;15/09/2014 18:30;0;Aposentadoria;;Arquivo Morto;0;0;;;;;S;1;Procedência Provável;J;Aposentadoria por Tempo de Contribuição;0;254088;;Vara Federal;MG;Ipatinga;;Autor;Justiça Federal;Arquivado;15/09/2014 00:00;;0;;;;0.0;0.0;;0;;;;;72583.0;;580.0;;;;;;0;0;;1.0;;13/12/2019 09:55;0.0;1.0;5.0
92577;0012345-12.2024.1.12.0019;0.0;;30/10/2014 00:00;Direito Cível;;;;;Fulano(a) 942;301340;0;0;0;25140.12;;;07/08/2014 09:26;0;Indenização;;;0;0;;;;;S;0;Procedência Parcial Provável;J;Indenização;0;253559;;Juizado Especial Cível;MG;Ipatinga;;Autor;Justiça Estadual;Instrução;07/08/2014 00:00;;0;;;;0.0;0.0;;0;;;;;67700.0;;554.0;;;;;;0;0;;2.0;;18/11/2020 18:36;;;1.0
92577;0012345-12.2024.1.12.0020;0.0;;14/07/2016 00:00;Direito Cível;;;;;Fulano(a) 117;301340;0;0;0;0.0;;;14/07/2016 17:23;0;;;Mesa Administração 01;0;0;;;;10086514.0;S;0;Procedência Provável;J;;0;0;;;;;;Autor;Justiça Estadual;;;;0;;;;0.0;0.0;;0;;;;;;;962.0;;;;;;0;0;;0.0;;29/07/2017 13:43;;;1.0
92577;0012345-12.2024.1.12.0021;0.0;;;;;;;;Fulano(a) 759;301340;0;0;0;0.0;PENDÊNCIAS: COMPROVANTE DE RESIDENCIA, PPP ATUALIZADO CONSTANDO PERÍODO DE DE 01/06/89 A 31/05/95;;17/10/2016 11:12;0;;;;0;0;;;;;S;0;;J;;0;0;;;;;;;Justiça do Trabalho;;17/10/2016 00:00;REVISÃO DE PPP;0;;;;0.0;0.0;;0;;;;;;;1023.0;;;;;;0;0;;0.0;;27/07/2017 09:47;;;
92577;0012345-12.2024.1.12.0022;0.0;;27/09/2013 00:00;Direito do Trabalho;;;;;Fulano(a) 1071;301340;0;0;0;33082.4;;;03/04/2013 17:58;0;Reclamatória Trabalhista;;;0;0;;;;;S;0;Procedência Provável;J;Reclamatória Trabalhista;0;256755;;Vara do Trabalho;MG;Coronel Fabriciano;;Reclamante;Justiça do Trabalho;;03/04/2013 00:00;;0;;;;0.0;0.0;;0;;;;;88824.0;;219.0;;;;;;0;0;;1.0;;18/11/2020 18:54;;;10.0
92577;0012345-12.2024.1.12.0023;0.0;;;;;;;;Fulano(a) 1040;347394;0;0;0;0.0;;;07/03/2018 18:29;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1417.0;;;;;;0;0;;;;07/03/2018 18:29;;;
92577;0012345-12.2024.1.12.0024;0.0;;27/05/2014 00:00;Direito Previdenciário;;;;;Fulano(a) 702;301340;0;0;0;0.0;PEDIR INSALUBRIDADE PELA ATIVIDADE;;29/04/2013 18:14;1;Aposentadoria;;;0;0;;;;;S;1;Procedência Provável;J;Aposentadoria;0;254088;;Vara Federal;MG;Ipatinga;;Autor;Justiça Federal;;29/04/2013 00:00;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO (SB-42);0;;;;0.0;0.0;;0;;;;;;;224.0;;;;;;0;0;;1.0;;12/03/2021 11:52;0.0;1.0;5.0
92577;Aguardando numeração;0.0;;;;;;;;Fulano(a) 796;347394;0;0;0;0.0;;;05/04/2018 09:15;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1443.0;;;;;;0;0;;;;05/04/2018 09:15;;;
92577;INDENIZATORIA;0.0;;;;;;;;Fulano(a) 1327;301340;0;0;0;0.0;;;05/10/2017 15:04;2;;;;0;0;;;;;S;0;;J;;0;0;;;;;;;Justiça Estadual;;05/10/2017 00:00;NEGATIVACAO INDENIVIDA;0;;;;0.0;0.0;;0;;;;;;;1306.0;;;;;;0;0;;;;05/10/2017 15:05;;;
92577;0012345-12.2024.1.12.0025;;;27/09/2013 00:00;Direito Previdenciário;;;;;Fulano(a) 871;301340;0;0;0;0.0;;;02/10/2013 14:47;0;Revisional de benefício Previdenciário;;;0;0;;;;;S;0;Procedência Provável;J;Revisão pelo Teto;0;272782;;Vara Federal;MG;Ipatinga;;Autor;Justiça Federal;;02/09/2011 00:00;REVISÃO PELO TETO;0;;;;0.0;0.0;;0;;;;;67701.0;;0.0;;;;;;0;0;;1.0;;20/10/2017 16:30;;;5.0
92577;Aguardando numeração;0.0;;;;;;;;Fulano(a) 898;347394;0;0;0;0.0;;;31/07/2017 13:26;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1242.0;;;;;;0;0;;;;31/07/2017 13:26;;;
92577;Aguardando numeração;0.0;;;;;;;;Fulano(a) 1047;347394;0;0;0;0.0;;;12/03/2018 10:22;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1419.0;;;;;;0;0;;;;12/03/2018 10:22;;;
92577;INDENIZAÇÃO - DEVOLUÇÃO CHEQUE MOTIVO 22;0.0;;;;;;;;Fulano(a) 1415;301340;0;0;0;0.0;;;15/05/2018 13:27;2;;;;0;0;;;;;S;0;;J;;0;0;;;;;;;Justiça Estadual;;15/05/2018 00:00;INDENIZAÇÃO - DEVOLUÇÃO CHEQUE MOTIVO 22;0;;;;0.0;0.0;;0;;;;;;;1472.0;;;;;;0;0;;;;24/10/2019 14:25;;;
92577;0012345-12.2024.1.12.0026;0.0;;13/10/2014 00:00;Direito Cível;;;;;Fulano(a) 797;301340;0;0;0;20000.0;;;01/09/2014 14:29;0;Obrigação de Pagar;;Arquivo Morto;0;0;;;;;S;0;Procedência Parcial Provável;J;Seguro de Vida e/ou Acidente;0;583359;;vara cível;MG;Ipatinga;;Autor;Justiça Estadual;Instrução;01/09/2014 00:00;;0;;;;0.0;0.0;;0;;;;;88824.0;;572.0;;;;;;0;0;;1.0;;18/11/2020 21:26;;;1.0
92577;Aguardando numeração;0.0;;;;;;;;Fulano(a) 1115;347394;0;0;0;0.0;;;18/07/2018 10:45;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1547.0;;;;;;0;0;;;;18/07/2018 10:45;;;
92577;Aguardando numeração;0.0;;;;;;;;Fulano(a) 7;301340;0;0;0;0.0;;;01/08/2017 15:51;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1244.0;;;;;;0;0;;;;01/08/2017 16:10;;;
92577;Aguardando numeração;0.0;;;;;;;;Fulano(a) 161;347394;0;0;0;0.0;;;11/02/2015 09:22;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;664.0;;;;;;0;0;;;;01/08/2017 18:44;;;
92577;Aguardando numeração;0.0;;;;;;;;Fulano(a) 1752;347394;0;0;0;0.0;;;25/01/2019 13:26;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1696.0;;;;;;0;0;;;;25/01/2019 13:26;;;
92577;Aguardando numeração;0.0;;;;;;;;Fulano(a) 1049;347394;0;0;0;0.0;;;09/03/2018 17:18;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1418.0;;;;;;0;0;;;;09/03/2018 17:18;;;
92577;0012345-12.2024.1.12.0027;0.0;;10/11/2017 00:00;Direito do Trabalho;;;;;Fulano(a) 1090;559945;0;0;0;50000.0;CLIENTE FOI DEMITIDO APOS DISTRIBUIÇÃO DA RECLAMATÓRIA TRABALHISTA. PEDIR REINTEGRAÇÃO AO TRABALHO... AJUIZAR NOVA AÇÃO COM DISTRIBUIÇÃO POR PREVENÇÃO AO JUÍZO QUE ESTÁ A RECLAMATÓRIA;;09/11/2017 16:00;1;Reclamatória Trabalhista;;Mesa Administração 02;0;0;;;;;S;1;Procedência Parcial Provável;J;Reclamatória Trabalhista;0;256755;;Vara do Trabalho;MG;Coronel Fabriciano;;Reclamante;Justiça do Trabalho;Instrução;09/11/2017 00:00;REINTEGRAÇÃO AO TRABALHO;0;;;;0.0;0.0;;0;;;;;;;1346.0;;;;;;0;0;;3.0;;23/08/2021 08:51;0.0;1.0;10.0
92577;0012345-12.2024.1.12.0028;0.0;;;;;;;;Fulano(a) 412;347394;0;0;0;0.0;;;11/10/2017 11:34;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1308.0;;;;;;0;0;;;;11/10/2017 11:34;;;
92577;0012345-12.2024.1.12.0029;0.0;;;;;;;;Fulano(a) 1070;347394;0;0;0;0.0;;;11/10/2017 11:50;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1309.0;;;;;;0;0;;;;11/10/2017 11:50;;;
92577;0012345-12.2024.1.12.0030;0.0;;03/08/2011 00:00;Direito Cível;;;;;Fulano(a) 987;302720;0;0;0;42238.99;;;13/12/2012 11:23;0;Reclamatória Trabalhista;;;0;0;;;;;S;0;;J;Reclamatória Trabalhista;0;256755;;vara cível;MG;Timóteo;;Autor;Justiça Estadual;Conciliação;03/06/2011 00:00;;0;;;;0.0;0.0;;0;;;;;67700.0;;179.0;;;;;;0;0;;2.0;;24/10/2017 16:58;;;1.0
92577;0012345-12.2024.1.12.0031;0.0;;;Direito Previdenciário;;;;;Fulano(a) 568;301340;0;0;0;0.0;AVERBAR NB ANTERIOR COM NOVOS PPPs A PARTIR DE DEZEMBRO/2017;;19/07/2017 19:06;0;Aposentadoria por Tempo de Contribuição;;Arquivo Morto;0;0;;;;;S;0;Procedência Provável;A;Aposentadoria por Tempo de Contribuição;0;499020;;Instituto Nacional de Seguro Social;MG;Ipatinga;;Requerente;Extrajudicial;Arquivado;;APOSENTADORIA 85/95;0;;;;0.0;0.0;;0;;;;;85438.0;;1235.0;;;;;;0;0;;0.0;;04/11/2019 16:56;;;5.0
92577;TRABALHISTA / PLANO DE SAUDE;0.0;;;;;;;;Fulano(a) 1415;301340;0;0;0;0.0;;;10/10/2015 14:47;2;;;;0;0;;;;;S;0;;J;;0;0;;;;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;809.0;;;;;;0;0;;;;;;;
92577;0012345-12.2024.1.12.0032;0.0;;19/09/2017 00:00;Direito Cível;;;;;Fulano(a) 1009;301340;0;0;0;1000.0;;;11/01/2017 13:50;1;Acao de Alimentos c/c Guarda Unilateral;;Arquivo Morto;0;0;;;;;S;0;Procedência Provável;J;Acao de Alimentos c/c Guarda Unilateral;0;685338;;Vara da Família e Sucessões;MG;Ipatinga;;Autor;Justiça Estadual;Arquivado;11/01/2017 00:00;AÇÃO DE GUARDA C/C ALIMENTOS;0;;;;0.0;0.0;;0;;;;;67699.0;;1066.0;;;;;;0;0;;1.0;;24/11/2021 17:06;0.0;1.0;1.0
92577;0012345-12.2024.1.12.0033;;;;Direito do Consumidor;;;;;Fulano(a) 1447;301340;0;0;0;0.0;;;06/05/2015 11:23;0;Indenização;;;0;0;;;;9261190.0;N;0;Improcedência Provável;J;Indenização;0;253559;;Turma Recursal;MG;Ipatinga;;Recorrido;Justiça Estadual;Apelação;;;0;;;;0.0;0.0;;0;;;;;67701.0;;0.0;;;;;;0;0;;2.0;;;;;13.0
92577;0012345-12.2024.1.12.0034;0.0;;13/07/2020 00:00;Direito Família;;;;;Fulano(a) 1009;559945;0;0;0;3000.0;;;03/09/2019 15:58;1;Ação de Alimentos;;Mesa Recepção;0;0;;;;14970980.0;S;0;Procedência Parcial Provável;J;Alimentos;0;260356;;Vara da Família e Sucessões;MG;Ipatinga;;Requerente;Justiça Estadual;Conciliação;;REVISIONAL/COMPLEMENTAÇÃO DA PENSAO ALIEMENTICIA;0;;;;0.0;0.0;;0;;;;;;;1977.0;;;;;;0;0;;1.0;;24/11/2021 17:06;1.0;0.0;3.0
92577;0012345-12.2024.1.12.0035;0.0;;;;;;;;Fulano(a) 1636;347394;0;0;0;0.0;;;15/04/2021 17:14;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;2471.0;;;;;;0;0;;;;15/04/2021 17:14;;;
92577;0012345-12.2024.1.12.0036;0.0;;13/05/2020 00:00;Direito do Trabalho;;;;;Fulano(a) 1191;301340;0;0;0;20000.0;;;07/11/2018 15:29;0;Reclamatória Trabalhista;;Arquivo Morto;0;0;;;;;S;0;Procedência Provável;J;Retificação de PPP;0;256755;;Vara do Trabalho;MG;Coronel Fabriciano;;Reclamante;Justiça do Trabalho;Arquivado;07/11/2018 00:00;REVISÃO DE PPP - FSFX;0;;;;0.0;0.0;;0;;;;;67700.0;;1654.0;;;;;;0;0;;2.0;;12/11/2021 14:39;0.0;1.0;10.0
92577;0012345-12.2024.1.12.0037;0.0;;;;;;;;Fulano(a) 573;302720;0;0;0;0.0;;;01/09/2015 17:36;2;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;772.0;;;;;;0;0;;;;;;;
92577;0012345-12.2024.1.12.0038;0.0;;;;;;;;Fulano(a) 820;301340;0;0;0;0.0;;;08/02/2017 18:37;1;;;;0;0;;;;;S;0;;J;;0;0;;;UF;;;;;;;;0;;;;0.0;0.0;;0;;;;;;;1088.0;;;;;;0;0;;;;08/02/2017 18:37;;;
92577;0012345-12.2024.1.12.0039;0.0;;18/10/2016 00:00;Direito Cível;;;;;Fulano(a) 442;301340;0;0;0;44224.34;;;26/01/2016 17:44;1;Prestação de Contas;;Mesa Administração 01;0;0;;;;;S;0;Procedência Parcial Provável;J;Prestação de Contas;0;501295;;vara cível;MG;Ipatinga;;Autor;Justiça Estadual;Instrução;26/01/2016 00:00;AÇÃO DE EXIGIR CONTAS;0;;;;0.0;0.0;;0;;;;;;;877.0;;;;;;0;0;;1.0;;08/11/2021 07:46;0.0;1.0;1.0
